mouse_gene_name	mouse_gene_id	human_gene_name	human_gene_id	ID	log2fc	pvalue	adj_pvalue
Hsf1	ENSMUSG00000022556	HSF1	ENSG00000185122	15499	-0.594250572	0.000312033	0.005402534
Elk1	ENSMUSG00000009406	ELK1	ENSG00000126767	NA	NA	NA	NA
Asah1	ENSMUSG00000031591	ASAH1	ENSG00000104763	11886	0.791985386	0.000539583	0.007156311
Tac1	ENSMUSG00000061762	TAC1	ENSG00000006128	21333	0.799785134	0.000739795	0.00868623
Zfp386	ENSMUSG00000042063	ZNF775	ENSG00000196456	56220	0.698478926	0.001250796	0.011987801
Anxa1	ENSMUSG00000024659	ANXA1	ENSG00000135046	16952	0.733899195	1.49e-05	0.000888214
Rps4x	ENSMUSG00000031320	RPS4X	ENSG00000198034	20102	0.501710231	0.002057915	0.016250508
Nkap	ENSMUSG00000016409	NKAP	ENSG00000101882	67050	0.56510573	0.006396876	0.033800479
Ifi44	ENSMUSG00000028037	IFI44	ENSG00000137965	99899	0.93312117	1.26e-06	0.000215128
Mov10	ENSMUSG00000002227	MOV10	ENSG00000155363	17454	-0.536025841	0.000486773	0.006766744
Rsbn1l	ENSMUSG00000039968	RSBN1L	ENSG00000187257	242860	0.642939631	0.001909455	0.015523798
Rab9	ENSMUSG00000079316	RAB9A	ENSG00000123595	56382	0.475551251	0.007978498	0.038874034
Laptm5	ENSMUSG00000028581	LAPTM5	ENSG00000162511	16792	-0.871103617	2.87e-09	2.7e-06
C330007P06Rik	ENSMUSG00000006423	CXorf56	ENSG00000018610	77644	0.582223864	0.000363319	0.005729649
Cspp1	ENSMUSG00000056763	CSPP1	ENSG00000104218	211660	0.488462128	0.011285929	0.049293857
Azin1	ENSMUSG00000037458	AZIN1	ENSG00000155096	54375	0.472632473	0.008407127	0.040265526
Rmi1	ENSMUSG00000035367	RMI1	ENSG00000178966	74386	0.882989803	0.000140397	0.003414401
Magee1	ENSMUSG00000031227	MAGEE1	ENSG00000198934	107528	-0.421495095	0.004256285	0.025835994
Tox	ENSMUSG00000041272	TOX	ENSG00000198846	252838	-0.533002794	0.009081396	0.042543806
Gnl2	ENSMUSG00000028869	GNL2	ENSG00000134697	230737	0.469436246	0.008438091	0.040379474
Acadm	ENSMUSG00000062908	ACADM	ENSG00000117054	11364	0.45635734	0.005079701	0.029197258
Hccs	ENSMUSG00000031352	HCCS	ENSG00000004961	15159	0.847485597	1.18e-05	0.000782299
1810058I24Rik	ENSMUSG00000073155	STMP1	ENSG00000243317	67705	-0.47557176	0.00078963	0.009019895
Elovl1	ENSMUSG00000006390	ELOVL1	ENSG00000066322	54325	-0.430836241	0.003861207	0.024069774
Gng11	ENSMUSG00000032766	GNG11	ENSG00000127920	66066	0.718635132	0.006120615	0.032789611
Armc1	ENSMUSG00000027599	ARMC1	ENSG00000104442	74252	0.621029249	0.001432755	0.013031354
Abl1	ENSMUSG00000026842	ABL1	ENSG00000097007	11350	-0.437196218	0.002863946	0.02007972
Cox6c	ENSMUSG00000014313	COX6C	ENSG00000164919	12864	0.77241402	0.000117542	0.003077133
Wasf2	ENSMUSG00000028868	WASF2	ENSG00000158195	242687	-0.407383165	0.002648744	0.019121481
Thoc2	ENSMUSG00000037475	THOC2	ENSG00000125676	331401	0.91239468	3.15e-05	0.001407631
Tardbp	ENSMUSG00000041459	TARDBP	ENSG00000120948	230908	0.772184553	1.75e-05	0.000972667
Gpx7	ENSMUSG00000028597	GPX7	ENSG00000116157	67305	-0.569701534	0.002713982	0.01942749
Rbm28	ENSMUSG00000029701	RBM28	ENSG00000106344	68272	0.363815357	0.008371191	0.040161742
Impad1	ENSMUSG00000066324	BPNT2	ENSG00000104331	242291	0.724588974	0.000315179	0.005409932
Ubap2	ENSMUSG00000028433	UBAP2	ENSG00000137073	68926	-0.521034436	0.001569104	0.013738631
Rap1a	ENSMUSG00000068798	RAP1A	ENSG00000116473	109905	0.792509405	0.001395969	0.012873551
Ppp2cb	ENSMUSG00000009630	PPP2CB	ENSG00000104695	19053	0.507421296	0.008569071	0.040798198
Trappc9	ENSMUSG00000047921	TRAPPC9	ENSG00000167632	76510	-0.485214091	0.002701519	0.019350572
Emc2	ENSMUSG00000022337	EMC2	ENSG00000104412	66736	0.761716961	0.00017443	0.003859104
Ski	ENSMUSG00000029050	SKI	ENSG00000157933	20481	-0.331554255	0.010916839	0.048376076
Taf13	ENSMUSG00000048100	TAF13	ENSG00000197780	99730	0.760052132	0.002484693	0.018316644
Gnai3	ENSMUSG00000000001	GNAI3	ENSG00000065135	14679	0.935941959	9.08e-06	0.000700583
Hnrnpc	ENSMUSG00000060373	HNRNPCL1	ENSG00000179172	15381	0.583615412	0.000201775	0.004179344
Hnrnpc	ENSMUSG00000060373	HNRNPCL3	ENSG00000277058	15381	0.583615412	0.000201775	0.004179344
Hnrnpc	ENSMUSG00000060373	HNRNPCL2	ENSG00000275774	15381	0.583615412	0.000201775	0.004179344
Hnrnpc	ENSMUSG00000060373	HNRNPCL4	ENSG00000179412	15381	0.583615412	0.000201775	0.004179344
Tmed5	ENSMUSG00000063406	TMED5	ENSG00000117500	73130	0.76764916	0.000431217	0.00632227
Dcaf13	ENSMUSG00000022300	DCAF13	ENSG00000164934	223499	0.423785724	0.00392936	0.024385954
Dpy19l4	ENSMUSG00000045205	DPY19L4	ENSG00000156162	381510	0.613601684	0.003156324	0.021319862
Zfp943	ENSMUSG00000053347	ZNF34	ENSG00000196378	74670	0.935609296	0.000568789	0.007380353
Pop7	ENSMUSG00000029715	POP7	ENSG00000172336	74097	-0.450579642	0.008181054	0.039451251
Impdh1	ENSMUSG00000003500	IMPDH1	ENSG00000106348	23917	-0.470035155	0.011178087	0.049076547
Cntfr	ENSMUSG00000028444	CNTFR	ENSG00000122756	12804	-0.720328913	0.000220349	0.004403956
Trip6	ENSMUSG00000023348	TRIP6	ENSG00000087077	22051	-0.757902645	8.42e-05	0.002523359
Tm2d1	ENSMUSG00000028563	TM2D1	ENSG00000162604	94043	1.095396964	1.38e-05	0.000851024
Arhgap39	ENSMUSG00000033697	ARHGAP39	ENSG00000147799	223666	-0.590956042	0.002521145	0.01848682
Krit1	ENSMUSG00000000600	AC000120.4	ENSG00000285953	79264	0.827187055	0.000148851	0.003543479
Krit1	ENSMUSG00000000600	KRIT1	ENSG00000001631	79264	0.827187055	0.000148851	0.003543479
Bgn	ENSMUSG00000031375	BGN	ENSG00000182492	12111	-0.536093288	2.04e-06	0.000266587
Ermp1	ENSMUSG00000046324	ERMP1	ENSG00000099219	226090	0.548501448	0.000300246	0.005321481
E2f5	ENSMUSG00000027552	E2F5	ENSG00000133740	13559	0.688479912	0.001662537	0.014279306
Erp44	ENSMUSG00000028343	ERP44	ENSG00000023318	76299	0.466239344	0.002973129	0.020535427
Zc2hc1a	ENSMUSG00000043542	ZC2HC1A	ENSG00000104427	67306	0.653881225	0.001068303	0.010827263
Ezh2	ENSMUSG00000029687	EZH2	ENSG00000106462	14056	0.456407065	0.010038855	0.045819826
Sh3bgrl	ENSMUSG00000031246	SH3BGRL	ENSG00000131171	56726	0.708696948	0.00117186	0.011544312
Zranb2	ENSMUSG00000028180	ZRANB2	ENSG00000132485	53861	0.769677514	0.00010155	0.002830335
Id3	ENSMUSG00000007872	ID3	ENSG00000117318	15903	-0.502186824	0.0082442	0.039687771
Ywhaz	ENSMUSG00000022285	YWHAZ	ENSG00000164924	22631	0.388624409	0.007141588	0.036403801
Fancb	ENSMUSG00000047757	FANCB	ENSG00000181544	237211	0.717844949	0.002919934	0.020396064
Dynlt3	ENSMUSG00000031176	DYNLT3	ENSG00000165169	67117	0.744344932	0.000206828	0.004234339
Rlf	ENSMUSG00000049878	RLF	ENSG00000117000	109263	0.588897621	0.001508002	0.013428455
Cept1	ENSMUSG00000040774	CEPT1	ENSG00000134255	99712	0.576828676	0.011454235	0.049789904
Wwp1	ENSMUSG00000041058	WWP1	ENSG00000123124	107568	0.421151772	0.0076942	0.038040658
Scrib	ENSMUSG00000022568	SCRIB	ENSG00000180900	105782	-0.597915075	0.000196996	0.00414612
Dnttip2	ENSMUSG00000039756	DNTTIP2	ENSG00000067334	99480	0.591416803	0.000416956	0.006185668
Taf1	ENSMUSG00000031314	TAF1L	ENSG00000122728	270627	0.461269974	0.011025768	0.048661525
Taf1	ENSMUSG00000031314	TAF1	ENSG00000147133	270627	0.461269974	0.011025768	0.048661525
Ube2w	ENSMUSG00000025939	AC022826.2	ENSG00000258677	66799	0.6602713	0.000906182	0.00983007
Ube2w	ENSMUSG00000025939	UBE2W	ENSG00000104343	66799	0.6602713	0.000906182	0.00983007
Zfp362	ENSMUSG00000028799	ZNF362	ENSG00000160094	230761	-0.668277579	4.46e-06	0.00043685
Tlr4	ENSMUSG00000039005	TLR4	ENSG00000136869	21898	0.715785373	0.002842925	0.019994587
Klf4	ENSMUSG00000003032	KLF4	ENSG00000136826	16600	-0.53061158	0.004193537	0.025537708
Zc3h3	ENSMUSG00000075600	ZC3H3	ENSG00000014164	223642	-0.569950374	0.001333626	0.012566221
Pcm1	ENSMUSG00000031592	PCM1	ENSG00000078674	18536	0.610404887	0.000753233	0.008789021
Zfp945	ENSMUSG00000059142	ZNF34	ENSG00000196378	240041	0.742037605	0.000695403	0.008309463
Fhl3	ENSMUSG00000032643	FHL3	ENSG00000183386	14201	-0.586290693	0.000122978	0.00316863
Topors	ENSMUSG00000036822	TOPORS	ENSG00000197579	106021	0.484902488	0.003846739	0.024039104
Fam91a1	ENSMUSG00000037119	FAM91A1	ENSG00000176853	210998	0.551363037	0.000642218	0.007961772
Asb6	ENSMUSG00000039483	ASB6	ENSG00000148331	72323	-0.573066006	0.008650384	0.041029202
Zer1	ENSMUSG00000039686	ZER1	ENSG00000160445	227693	-0.737608793	4.72e-05	0.001772587
Cdk16	ENSMUSG00000031065	CDK16	ENSG00000102225	18555	-0.358282041	0.007838673	0.038490904
Mrpl13	ENSMUSG00000022370	MRPL13	ENSG00000172172	68537	0.597579782	0.000228016	0.004512234
Eif4ebp1	ENSMUSG00000031490	EIF4EBP1	ENSG00000187840	13685	-0.473780263	0.006243083	0.03325313
Vkorc1l1	ENSMUSG00000066735	VKORC1L1	ENSG00000196715	69568	0.398811501	0.011213193	0.049105241
Creb3l2	ENSMUSG00000038648	CREB3L2	ENSG00000182158	208647	-0.472797039	0.000848594	0.009413961
Dnajb4	ENSMUSG00000028035	DNAJB4	ENSG00000162616	67035	1.033561943	3.53e-05	0.00151889
Gtf2e2	ENSMUSG00000031585	GTF2E2	ENSG00000197265	68153	0.642654583	0.003569413	0.022927318
Fundc1	ENSMUSG00000025040	FUNDC1	ENSG00000069509	72018	0.631886198	0.004008406	0.024740339
Fmr1	ENSMUSG00000000838	FMR1	ENSG00000102081	NA	NA	NA	NA
Atp6v0a4	ENSMUSG00000038600	ATP6V0A4	ENSG00000105929	NA	NA	NA	NA
Notch1	ENSMUSG00000026923	NOTCH1	ENSG00000148400	18128	-0.554050637	0.001571524	0.013738631
Ly6e	ENSMUSG00000022587	LY6E	ENSG00000160932	17069	-0.432593168	0.000566247	0.007371034
Rbm3	ENSMUSG00000031167	RBM3	ENSG00000102317	19652	0.712892023	5.55e-05	0.001923119
Gpr153	ENSMUSG00000042804	GPR153	ENSG00000158292	100129	-0.553581557	0.001798454	0.014978247
Ugcg	ENSMUSG00000028381	UGCG	ENSG00000148154	22234	0.590195481	0.000374147	0.005810889
Ror2	ENSMUSG00000021464	ROR2	ENSG00000169071	26564	-0.564033962	0.002109309	0.01648606
Nfia	ENSMUSG00000028565	NFIA	ENSG00000162599	18027	-0.411351288	0.001699269	0.014495284
Tmem64	ENSMUSG00000043252	TMEM64	ENSG00000180694	100201	0.572557111	0.002211145	0.017006485
Rpf1	ENSMUSG00000028187	RPF1	ENSG00000117133	70285	0.589333832	0.009576783	0.044248901
Tesk1	ENSMUSG00000028458	TESK1	ENSG00000107140	21754	-0.617686388	0.000552018	0.007269846
Fastk	ENSMUSG00000028959	FASTK	ENSG00000164896	66587	-0.606857395	0.000811171	0.009168919
Npdc1	ENSMUSG00000015094	NPDC1	ENSG00000107281	18146	-0.561257671	0.003749577	0.023692615
Ampd2	ENSMUSG00000027889	AMPD2	ENSG00000116337	109674	-0.517929578	0.002275096	0.017285815
Cops5	ENSMUSG00000025917	COPS5	ENSG00000121022	26754	0.55997186	0.000769397	0.0088727
Dnajb9	ENSMUSG00000014905	DNAJB9	ENSG00000128590	27362	0.899662913	4.7e-05	0.00176858
Tmem70	ENSMUSG00000025940	TMEM70	ENSG00000175606	70397	0.599426873	0.003550791	0.022897721
Rabgap1	ENSMUSG00000035437	RABGAP1	ENSG00000011454	227800	0.54378556	0.000889858	0.009690325
Tmem68	ENSMUSG00000028232	TMEM68	ENSG00000167904	72098	0.759642912	0.006061855	0.032580664
Sdc2	ENSMUSG00000022261	SDC2	ENSG00000169439	15529	0.540563668	0.000764544	0.00883857
Psmd5	ENSMUSG00000026869	PSMD5	ENSG00000095261	66998	0.707375773	4.04e-05	0.001665223
Txlng	ENSMUSG00000038344	TXLNG	ENSG00000086712	353170	0.891141625	0.00017043	0.003833391
Nasp	ENSMUSG00000028693	NASP	ENSG00000132780	50927	0.442502166	0.010274199	0.046479501
Tmem39b	ENSMUSG00000053730	TMEM39B	ENSG00000121775	230770	-0.747985609	4.36e-06	0.000430337
Vangl1	ENSMUSG00000027860	VANGL1	ENSG00000173218	229658	-0.423239377	0.0046732	0.027492287
Fnta	ENSMUSG00000015994	FNTA	ENSG00000168522	14272	0.575604665	0.004093419	0.025077201
Gatad1	ENSMUSG00000007415	GATAD1	ENSG00000157259	67210	0.473893013	0.002112721	0.016493436
Trrap	ENSMUSG00000045482	TRRAP	ENSG00000196367	100683	-0.412621592	0.001446893	0.013095962
Mllt3	ENSMUSG00000028496	MLLT3	ENSG00000171843	70122	0.523460297	0.009699886	0.044651786
Zfand5	ENSMUSG00000024750	ZFAND5	ENSG00000107372	22682	0.522907297	0.002908637	0.020329768
Abcb7	ENSMUSG00000031333	ABCB7	ENSG00000131269	11306	0.805003147	0.000231139	0.00454211
Dnajc8	ENSMUSG00000054405	DNAJC8	ENSG00000126698	68598	0.467484774	0.000930105	0.009974266
Ranbp6	ENSMUSG00000074909	RANBP6	ENSG00000137040	240614	0.626668867	0.00473624	0.027776076
Smc5	ENSMUSG00000024943	SMC5	ENSG00000198887	226026	0.769487725	0.000124611	0.003180198
Efcab14	ENSMUSG00000034210	EFCAB14	ENSG00000159658	230648	0.471330319	0.004696976	0.027588917
Gla	ENSMUSG00000031266	GLA	ENSG00000102393	11605	0.513961664	0.005833746	0.03164161
Ash2l	ENSMUSG00000031575	ASH2L	ENSG00000129691	23808	0.358910644	0.008881419	0.041913151
Zbtb6	ENSMUSG00000066798	ZBTB6	ENSG00000186130	241322	0.683248172	0.00547979	0.030545036
Nrd1	ENSMUSG00000053510	NRDC	ENSG00000078618	230598	0.426796293	0.0028232	0.019893134
Morc4	ENSMUSG00000031434	MORC4	ENSG00000133131	75746	0.574713889	0.001361995	0.012706305
Zyx	ENSMUSG00000029860	ZYX	ENSG00000159840	22793	-0.522755995	0.003485642	0.022621516
Jade3	ENSMUSG00000037315	JADE3	ENSG00000102221	382207	0.610704761	0.004543847	0.027056435
Cdkn2b	ENSMUSG00000073802	CDKN2B	ENSG00000147883	12579	0.683693203	0.000665392	0.008099799
Map2k2	ENSMUSG00000035027	AC011005.1	ENSG00000230626	26396	-0.467062629	0.007871489	0.038536071
Osr2	ENSMUSG00000022330	OSR2	ENSG00000164920	107587	-0.648201122	0.000703993	0.008379448
Rai2	ENSMUSG00000043518	RAI2	ENSG00000131831	24004	-0.877595134	0.000643447	0.007961772
Mrpl50	ENSMUSG00000044018	MRPL50	ENSG00000136897	28028	0.523257672	0.006352871	0.033687895
G6pdx	ENSMUSG00000031400	G6PD	ENSG00000160211	14381	-0.370376289	0.006370443	0.033708265
Fam185a	ENSMUSG00000047221	FAM185A	ENSG00000222011	330050	0.532579779	0.010314727	0.046558827
Fam102a	ENSMUSG00000039157	FAM102A	ENSG00000167106	98952	-0.593042883	0.005821776	0.031591904
Prrx2	ENSMUSG00000039476	PRRX2	ENSG00000167157	20204	-0.544406972	0.003858274	0.024068789
Ankrd13c	ENSMUSG00000039988	ANKRD13C	ENSG00000118454	433667	0.458669047	0.007901965	0.038594615
Sh3bgrl3	ENSMUSG00000028843	SH3BGRL3	ENSG00000142669	73723	-0.647942674	0.000346488	0.005594505
Cnot7	ENSMUSG00000031601	CNOT7	ENSG00000198791	18983	0.569666633	0.003666339	0.023323717
Igbp1	ENSMUSG00000031221	IGBP1	ENSG00000089289	18518	0.470581262	0.001485809	0.013352122
Utp23	ENSMUSG00000022313	UTP23	ENSG00000147679	78581	0.456181047	0.010157581	0.046137298
Ptbp2	ENSMUSG00000028134	PTBP2	ENSG00000117569	56195	0.731556915	0.000703106	0.008377752
Nom1	ENSMUSG00000001569	NOM1	ENSG00000146909	433864	0.514452783	0.008127336	0.039246324
Ephb2	ENSMUSG00000028664	EPHB2	ENSG00000133216	13844	-0.592550929	0.000173606	0.003855637
Gas1	ENSMUSG00000052957	GAS1	ENSG00000180447	14451	0.627303609	0.003512967	0.022746409
Mkln1	ENSMUSG00000025609	MKLN1	ENSG00000128585	27418	0.711982713	0.000201915	0.004179344
Mospd2	ENSMUSG00000061778	MOSPD2	ENSG00000130150	76763	0.717455123	5.33e-05	0.001879358
Pls3	ENSMUSG00000016382	PLS3	ENSG00000102024	102866	0.560432256	0.002649157	0.019121481
Zfp280c	ENSMUSG00000036916	ZNF280C	ENSG00000056277	208968	0.740240208	0.000104748	0.002869427
Hcfc1	ENSMUSG00000031386	HCFC1	ENSG00000172534	15161	-0.557662609	0.000126854	0.003202626
Hipk2	ENSMUSG00000061436	HIPK2	ENSG00000064393	15258	-0.470174178	0.007904013	0.038594615
Tbc1d8b	ENSMUSG00000042473	TBC1D8B	ENSG00000133138	245638	0.619470999	0.003201946	0.021524724
Slc16a2	ENSMUSG00000033965	SLC16A2	ENSG00000147100	20502	-0.370998259	0.00972082	0.044712595
Mrps33	ENSMUSG00000029918	MRPS33	ENSG00000090263	14548	0.547228647	0.005364874	0.030295126
Golga7	ENSMUSG00000015341	GOLGA7	ENSG00000147533	57437	0.697942297	0.000549614	0.007263674
Atp5j2	ENSMUSG00000038690	ATP5MF	ENSG00000241468	57423	0.522179079	0.00052423	0.007043951
Taf6	ENSMUSG00000036980	TAF6	ENSG00000106290	21343	-0.454901812	0.010927562	0.048404542
Cetn2	ENSMUSG00000031347	CETN2	ENSG00000147400	26370	1.041886556	3.91e-06	0.000404327
Trp53inp1	ENSMUSG00000028211	TP53INP1	ENSG00000164938	60599	0.595434129	0.001245189	0.011967951
Cdc42	ENSMUSG00000006699	CDC42	ENSG00000070831	12540	0.850558749	2.45e-05	0.001198961
Tceal8	ENSMUSG00000051579	TCEAL8	ENSG00000180964	66684	0.659258723	8.55e-05	0.002547717
Pcolce	ENSMUSG00000029718	PCOLCE	ENSG00000106333	18542	-0.512828578	0.003186584	0.02144878
Rpl36al	ENSMUSG00000049751	RPL36A	ENSG00000241343	66483	0.465815926	0.009529544	0.044103028
Gnai1	ENSMUSG00000057614	GNAI1	ENSG00000127955	14677	0.653103458	0.002784952	0.019709276
Cox7b	ENSMUSG00000031231	COX7B	ENSG00000131174	66142	0.546581587	0.003805079	0.023855896
Pik3r3	ENSMUSG00000028698	PIK3R3	ENSG00000117461	18710	0.562694254	0.002957344	0.020479513
Pik3r3	ENSMUSG00000028698	P3R3URF-PIK3R3	ENSG00000278139	18710	0.562694254	0.002957344	0.020479513
Bcap29	ENSMUSG00000020650	DUS4L-BCAP29	ENSG00000288558	12033	0.890004975	0.001415516	0.012937263
Bcap29	ENSMUSG00000020650	BCAP29	ENSG00000075790	12033	0.890004975	0.001415516	0.012937263
Micu3	ENSMUSG00000039478	MICU3	ENSG00000155970	78506	0.784215719	0.004953722	0.028648643
Agtrap	ENSMUSG00000029007	AGTRAP	ENSG00000177674	11610	-0.582258647	0.004388747	0.026299783
Mfap2	ENSMUSG00000060572	MFAP2	ENSG00000117122	17150	-0.8099112	1.28e-06	0.000215128
Slc27a4	ENSMUSG00000059316	SLC27A4	ENSG00000167114	26569	-0.506368465	0.004361197	0.026190442
Decr1	ENSMUSG00000028223	DECR1	ENSG00000104325	67460	0.488084945	0.005923061	0.032002719
Lamtor5	ENSMUSG00000087260	LAMTOR5	ENSG00000134248	68576	0.426359561	0.006870891	0.035554332
Mtdh	ENSMUSG00000022255	MTDH	ENSG00000147649	67154	0.524874481	0.00432405	0.026104795
Gpsm2	ENSMUSG00000027883	GPSM2	ENSG00000121957	76123	0.398797206	0.009900545	0.045390936
Plaa	ENSMUSG00000028577	PLAA	ENSG00000137055	18786	0.691259545	0.000198141	0.00416243
Timm17b	ENSMUSG00000031158	TIMM17B	ENSG00000126768	21855	-0.627076196	0.000978801	0.010281065
Vgf	ENSMUSG00000037428	VGF	ENSG00000128564	381677	-0.931470244	5.1e-05	0.001845607
Akirin1	ENSMUSG00000023075	AKIRIN1	ENSG00000174574	68050	0.53786095	0.000678748	0.008172197
Ythdf3	ENSMUSG00000047213	YTHDF3	ENSG00000185728	229096	0.564179217	0.001925454	0.015631297
Ggh	ENSMUSG00000073987	GGH	ENSG00000137563	14590	1.011545754	1.64e-05	0.000934972
Arhgap29	ENSMUSG00000039831	ARHGAP29	ENSG00000137962	214137	0.502658595	0.00111578	0.011147898
Smc2	ENSMUSG00000028312	SMC2	ENSG00000136824	14211	0.764569993	0.000149888	0.003553737
Ralgds	ENSMUSG00000026821	RALGDS	ENSG00000160271	19730	-0.641463495	0.000328412	0.005519544
Ralgds	ENSMUSG00000026821	AL162417.1	ENSG00000285245	19730	-0.641463495	0.000328412	0.005519544
Rap2c	ENSMUSG00000050029	RAP2C	ENSG00000123728	72065	0.71153081	0.001628694	0.014096151
Pnrc2	ENSMUSG00000028675	PNRC2	ENSG00000189266	52830	0.732807014	0.00027455	0.005010422
Hnrnpk	ENSMUSG00000021546	HNRNPK	ENSG00000165119	15387	0.46244277	0.002199673	0.016941397
Ctps2	ENSMUSG00000031360	CTPS2	ENSG00000047230	55936	0.414402933	0.005517693	0.030590462
Gm28035	ENSMUSG00000099041	LRRC8A	ENSG00000136802	NA	NA	NA	NA
Lrrc40	ENSMUSG00000063052	LRRC40	ENSG00000066557	67144	0.655301979	4.22e-05	0.001701616
Stag2	ENSMUSG00000025862	STAG2	ENSG00000101972	20843	0.720759476	0.000622227	0.007810783
Adam9	ENSMUSG00000031555	ADAM9	ENSG00000168615	11502	0.539537116	0.003480878	0.022603623
Ptp4a2	ENSMUSG00000028788	PTP4A2	ENSG00000184007	19244	0.695851911	5.87e-05	0.001988452
Plod1	ENSMUSG00000019055	PLOD1	ENSG00000083444	18822	-0.478901424	0.006357618	0.033687895
Upk3b	ENSMUSG00000042985	UPK3B	ENSG00000243566	100647	-0.66852853	0.006689408	0.034966384
Dennd1a	ENSMUSG00000035392	DENND1A	ENSG00000119522	227801	-0.571199904	0.000720321	0.008516876
Sytl5	ENSMUSG00000054453	SYTL5	ENSG00000147041	236643	0.743868099	0.00459593	0.027174825
Rer1	ENSMUSG00000029048	RER1	ENSG00000157916	67830	0.412504521	0.001494053	0.013395035
Cyp51	ENSMUSG00000001467	CYP51A1	ENSG00000001630	13121	0.553003449	0.000661282	0.008080905
Tnmd	ENSMUSG00000031250	TNMD	ENSG00000000005	64103	0.677307251	0.001582071	0.0137987
Rbpms	ENSMUSG00000031586	RBPMS	ENSG00000157110	19663	-0.427133518	0.002011778	0.01600892
Mak16	ENSMUSG00000031578	MAK16	ENSG00000198042	67920	0.82755858	8.16e-05	0.002475876
Gm45208	ENSMUSG00000109493	AC231657.3	ENSG00000288053	NA	NA	NA	NA
Pdcl	ENSMUSG00000009030	PDCL	ENSG00000136940	67466	0.667954208	0.004901308	0.02843314
Limk1	ENSMUSG00000029674	LIMK1	ENSG00000106683	16885	-0.673120344	0.000125118	0.003180198
Ahdc1	ENSMUSG00000037692	AHDC1	ENSG00000126705	230793	-0.590742007	0.00187213	0.015342201
Usp11	ENSMUSG00000031066	USP11	ENSG00000102226	236733	-0.960618188	1.5e-07	5.27e-05
Atp6ap2	ENSMUSG00000031007	ATP6AP2	ENSG00000182220	70495	0.494822377	0.001767142	0.014863824
Ssx2ip	ENSMUSG00000036825	SSX2IP	ENSG00000117155	99167	0.573506288	0.009086843	0.042543806
Stk40	ENSMUSG00000042608	STK40	ENSG00000196182	74178	-0.426033724	0.010258116	0.046444063
Mcts1	ENSMUSG00000000355	MCTS1	ENSG00000232119	68995	0.833971991	0.000170036	0.003833391
Phf6	ENSMUSG00000025626	PHF6	ENSG00000156531	70998	0.596170759	0.003591043	0.023000648
Derl1	ENSMUSG00000022365	DERL1	ENSG00000136986	67819	0.336968417	0.009343167	0.043431542
Plekhf2	ENSMUSG00000049969	PLEKHF2	ENSG00000175895	71801	0.769519601	0.000626921	0.007854542
Tmem201	ENSMUSG00000044700	TMEM201	ENSG00000188807	230917	-0.612328884	0.000542466	0.007186081
Lrch2	ENSMUSG00000031290	LRCH2	ENSG00000130224	210297	0.89194785	0.000402972	0.006066126
Zfp706	ENSMUSG00000062397	ZNF706	ENSG00000120963	68036	0.449499626	0.0047767	0.02790094
Znhit1	ENSMUSG00000059518	ZNHIT1	ENSG00000106400	70103	-0.552812862	0.000150229	0.003553737
Polr2k	ENSMUSG00000045996	POLR2K	ENSG00000147669	17749	0.840952115	0.001203119	0.011718958
Ntrk2	ENSMUSG00000055254	NTRK2	ENSG00000148053	18212	-0.603479787	0.000914498	0.009880513
Btf3l4	ENSMUSG00000028568	BTF3L4	ENSG00000134717	70533	0.687896992	6.47e-05	0.002122381
Cenpp	ENSMUSG00000021391	CENPP	ENSG00000188312	66336	0.766461392	0.003065293	0.020942141
Ciz1	ENSMUSG00000039205	CIZ1	ENSG00000148337	68379	-0.540746866	0.001207033	0.01173999
Vamp3	ENSMUSG00000028955	VAMP3	ENSG00000049245	22319	0.496541364	0.001529006	0.013556381
Tpd52	ENSMUSG00000027506	AC036214.3	ENSG00000276418	21985	0.538428577	0.008631709	0.040957878
Tpd52	ENSMUSG00000027506	TPD52	ENSG00000076554	21985	0.538428577	0.008631709	0.040957878
Rtca	ENSMUSG00000000339	RTCA	ENSG00000137996	66368	0.365428755	0.009477565	0.04391662
Ddx3x	ENSMUSG00000000787	DDX3X	ENSG00000215301	13205	0.896307015	5.94e-06	0.000528381
Dram2	ENSMUSG00000027900	DRAM2	ENSG00000156171	67171	0.622780539	0.001896007	0.015464995
Adamtsl1	ENSMUSG00000066113	ADAMTSL1	ENSG00000178031	77739	-0.455726287	0.007224845	0.03659548
Klhl9	ENSMUSG00000070923	KLHL9	ENSG00000198642	242521	0.580243094	0.003102642	0.021109212
Camk2n1	ENSMUSG00000046447	CAMK2N1	ENSG00000162545	66259	0.661319559	0.004875324	0.028355446
